ID,householdID,ba001,ba002,da001,da002_1_,da002_2_,ca001,gb001
244604111001,2446041110,2 Female,,3 Fair,,3 Same,,26 Main Respondent
244604140001,2446041400,1 Male,,3 Fair,,,,1 HHMemberName[1]
244604101002,2446041010,2 Female,,5 Very Poor,2 Worse,2 Worse,,26 Main Respondent
244604112001,2446041120,2 Female,,3 Fair,,,,26 Main Respondent
244604123002,2446041230,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
244604123001,2446041230,2 Female,,4 Poor,,,2 Spouse,26 Main Respondent
244604126002,2446041260,2 Female,,1 Very Good,,,,26 Main Respondent
244604127001,2446041270,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
244604127002,2446041270,1 Male,,1 Very Good,,,2 Spouse,26 Main Respondent
244604107001,2446041070,2 Female,,3 Fair,2 Worse,,,26 Main Respondent
244604137001,2446041370,2 Female,,3 Fair,,,,26 Main Respondent
244604119002,2446041190,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
244604121002,2446041210,1 Male,,,,,,
244604133001,2446041330,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244604133002,2446041330,1 Male,,,,,1 Main Respondent,26 Main Respondent
244604143002,2446041430,2 Female,,3 Fair,3 Same,3 Same,,26 Main Respondent
244604105001,2446041050,2 Female,,3 Fair,,3 Same,,1 HHMemberName[1]
244604106001,2446041060,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
244604106002,2446041060,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
244604117001,2446041170,2 Female,,3 Fair,1 Better,,,26 Main Respondent
244604114002,2446041140,1 Male,,3 Fair,,,,26 Main Respondent
244604131001,2446041310,2 Female,,3 Fair,,,,26 Main Respondent
244604110003,2446041100,2 Female,,4 Poor,3 Same,1 Better,,2 HHMemberName[2]
244604113001,2446041130,1 Male,,3 Fair,,,,26 Main Respondent
244604115001,2446041150,1 Male,,3 Fair,1 Better,,2 Spouse,26 Main Respondent
244604115002,2446041150,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
244604103001,2446041030,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
244604103002,2446041030,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
244676111002,2446761110,1 Male,,3 Fair,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
244676111001,2446761110,2 Female,,4 Poor,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
244676109002,2446761090,2 Female,,4 Poor,,,,26 Main Respondent
244676112002,2446761120,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
244676112001,2446761120,2 Female,,2 Good,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
244676126001,2446761260,1 Male,,4 Poor,,,1 Main Respondent,1 HHMemberName[1]
244676126002,2446761260,2 Female,,4 Poor,2 Worse,,1 Main Respondent,1 HHMemberName[1]
244676115001,2446761150,1 Male,,4 Poor,2 Worse,,1 Main Respondent,1 HHMemberName[1]
244676115002,2446761150,2 Female,,3 Fair,3 Same,,1 Main Respondent,1 HHMemberName[1]
244676114002,2446761140,1 Male,,3 Fair,,2 Worse,1 Main Respondent,26 Main Respondent
244676114001,2446761140,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676108001,2446761080,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676108002,2446761080,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676103001,2446761030,1 Male,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
244676103002,2446761030,2 Female,,3 Fair,,1 Better,1 Main Respondent,26 Main Respondent
244676102001,2446761020,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
244676102002,2446761020,2 Female,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
244676119001,2446761190,1 Male,,4 Poor,3 Same,,,26 Main Respondent
244676107001,2446761070,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676107002,2446761070,2 Female,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
244676127002,2446761270,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676127001,2446761270,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
244676120001,2446761200,1 Male,,4 Poor,,,1 Main Respondent,4 HHMemberName[4]
244676120002,2446761200,2 Female,,4 Poor,,,1 Main Respondent,4 HHMemberName[4]
244676110001,2446761100,2 Female,,4 Poor,,1 Better,,26 Main Respondent
244676124001,2446761240,2 Female,,4 Poor,,2 Worse,,26 Main Respondent
244676129001,2446761290,1 Male,,3 Fair,,,,1 HHMemberName[1]
244676128001,2446761280,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
244676128002,2446761280,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676130002,2446761300,1 Male,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
244676130001,2446761300,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
244676101002,2446761010,2 Female,,,3 Same,,,1 HHMemberName[1]
244676117002,2446761170,1 Male,,5 Very Poor,,,1 Main Respondent,1 HHMemberName[1]
244676117001,2446761170,2 Female,,3 Fair,,,1 Main Respondent,1 HHMemberName[1]
244676118002,2446761180,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
244676118001,2446761180,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
244676125001,2446761250,2 Female,,3 Fair,,,,26 Main Respondent
244676132001,2446761320,1 Male,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
244676132002,2446761320,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676133002,2446761330,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
244676133001,2446761330,2 Female,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
244676121002,2446761210,1 Male,,1 Very Good,1 Better,,,26 Main Respondent
244676113001,2446761130,2 Female,,3 Fair,,,,1 HHMemberName[1]
244676104001,2446761040,1 Male,,,,,,1 HHMemberName[1]
244676131001,2446761310,1 Male,,4 Poor,,,2 Spouse,2 HHMemberName[2]
244676131002,2446761310,2 Female,,4 Poor,3 Same,,2 Spouse,2 HHMemberName[2]
244676319001,2446763190,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676319002,2446763190,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676323001,2446763230,2 Female,,3 Fair,,,,26 Main Respondent
244676322001,2446763220,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676322003,2446763220,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
244676320001,2446763200,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676320002,2446763200,2 Female,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
244676325001,2446763250,1 Male,,3 Fair,1 Better,3 Same,1 Main Respondent,26 Main Respondent
244676325002,2446763250,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676312001,2446763120,2 Female,,1 Very Good,1 Better,,2 Spouse,2 HHMemberName[2]
244676312002,2446763120,1 Male,,3 Fair,,,2 Spouse,2 HHMemberName[2]
244676317001,2446763170,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676317002,2446763170,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676314001,2446763140,2 Female,,2 Good,,,,3 HHMemberName[3]
244676305001,2446763050,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
244676305002,2446763050,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
244676318001,2446763180,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676318002,2446763180,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676309001,2446763090,1 Male,,3 Fair,,,,1 HHMemberName[1]
244676303002,2446763030,1 Male,,2 Good,3 Same,3 Same,1 Main Respondent,27 Main Respondent's Spouse
244676303001,2446763030,2 Female,,4 Poor,2 Worse,,1 Main Respondent,27 Main Respondent's Spouse
244676315001,2446763150,2 Female,,3 Fair,1 Better,1 Better,,26 Main Respondent
244676321001,2446763210,2 Female,,4 Poor,,2 Worse,,26 Main Respondent
244676328001,2446763280,2 Female,,1 Very Good,,,,26 Main Respondent
244676304001,2446763040,1 Male,,3 Fair,,,,26 Main Respondent
244676326002,2446763260,1 Male,,3 Fair,2 Worse,2 Worse,1 Main Respondent,26 Main Respondent
244676326001,2446763260,2 Female,,,,,1 Main Respondent,26 Main Respondent
244676316002,2446763160,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
244676316001,2446763160,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
244676324002,2446763240,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
244676324001,2446763240,2 Female,,4 Poor,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
244676330001,2446763300,1 Male,,3 Fair,1 Better,,2 Spouse,26 Main Respondent
244676330002,2446763300,2 Female,,2 Good,,,2 Spouse,26 Main Respondent
244676335001,2446763350,1 Male,,,,,,
244676308001,2446763080,2 Female,,3 Fair,,,,26 Main Respondent
244676337001,2446763370,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
244676337002,2446763370,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676334002,2446763340,1 Male,,,,,2 Spouse,26 Main Respondent
244676334001,2446763340,2 Female,,,,,2 Spouse,26 Main Respondent
244676310001,2446763100,1 Male,,2 Good,,,2 Spouse,26 Main Respondent
244676310002,2446763100,2 Female,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
244676327002,2446763270,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
244676327001,2446763270,2 Female,,3 Fair,,3 Same,2 Spouse,26 Main Respondent
244676336001,2446763360,1 Male,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
244676336002,2446763360,2 Female,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
244676302001,2446763020,2 Female,,3 Fair,,,,1 HHMemberName[1]
244676329002,2446763290,1 Male,,4 Poor,1 Better,1 Better,2 Spouse,26 Main Respondent
244676329001,2446763290,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
244676313002,2446763130,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
244676313001,2446763130,2 Female,,3 Fair,,3 Same,2 Spouse,26 Main Respondent
244676331001,2446763310,2 Female,,4 Poor,3 Same,3 Same,,3 HHMemberName[3]
244676301001,2446763010,2 Female,,,,,1 Main Respondent,26 Main Respondent
244676301002,2446763010,1 Male,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
244676311001,2446763110,2 Female,,4 Poor,,,,1 HHMemberName[1]
244676234002,2446762340,1 Male,,3 Fair,1 Better,3 Same,2 Spouse,27 Main Respondent's Spouse
244676234001,2446762340,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676217002,2446762170,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
244676217001,2446762170,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
244676230001,2446762300,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676230002,2446762300,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676216002,2446762160,1 Male,,4 Poor,,3 Same,2 Spouse,1 HHMemberName[1]
244676216001,2446762160,2 Female,,4 Poor,3 Same,,2 Spouse,1 HHMemberName[1]
244676213001,2446762130,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
244676213002,2446762130,2 Female,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
244676227002,2446762270,1 Male,,3 Fair,,,,26 Main Respondent
244676227101,2446762271,2 Female,,4 Poor,,,,26 Main Respondent
244676226001,2446762260,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676226002,2446762260,2 Female,,2 Good,3 Same,,1 Main Respondent,26 Main Respondent
244676221002,2446762210,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676221001,2446762210,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
244676202001,2446762020,1 Male,,1 Very Good,,,,26 Main Respondent
244676225002,2446762250,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
244676225001,2446762250,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
244676206002,2446762060,2 Female,,4 Poor,,,,26 Main Respondent
244676220001,2446762200,1 Male,,4 Poor,,,2 Spouse,1 HHMemberName[1]
244676220002,2446762200,2 Female,,3 Fair,,,2 Spouse,1 HHMemberName[1]
244676229001,2446762290,1 Male,,3 Fair,,,,26 Main Respondent
244676229102,2446762291,2 Female,,,,,,26 Main Respondent
244676209001,2446762090,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
244676209002,2446762090,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676232001,2446762320,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676232002,2446762320,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676218001,2446762180,2 Female,,3 Fair,1 Better,,,26 Main Respondent
244676204002,2446762040,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676204001,2446762040,2 Female,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
244676223002,2446762230,2 Female,,4 Poor,2 Worse,2 Worse,,26 Main Respondent
244676201002,2446762010,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676201001,2446762010,2 Female,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
244676231001,2446762310,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
244676231002,2446762310,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
244676211002,2446762110,2 Female,,4 Poor,3 Same,,,26 Main Respondent
244676228002,2446762280,2 Female,,1 Very Good,3 Same,,1 Main Respondent,26 Main Respondent
244676228001,2446762280,1 Male,,,,,1 Main Respondent,26 Main Respondent
244676233002,2446762330,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676233001,2446762330,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
244676210001,2446762100,1 Male,,1 Very Good,,,1 Main Respondent,27 Main Respondent's Spouse
244676210002,2446762100,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
244676207001,2446762070,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
244676207002,2446762070,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
244676214002,2446762140,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676214001,2446762140,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
244676205002,2446762050,2 Female,,,,,,2 HHMemberName[2]
244676222001,2446762220,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
244676222002,2446762220,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
242702119001,2427021190,2 Female,,,1 Better,,,1 HHMemberName[1]
242702116001,2427021160,2 Female,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
242702116002,2427021160,1 Male,,4 Poor,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
242702121001,2427021210,2 Female,,4 Poor,2 Worse,,,26 Main Respondent
242702106001,2427021060,1 Male,,,3 Same,,,1 HHMemberName[1]
242702103001,2427021030,2 Female,,3 Fair,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
242702103002,2427021030,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
242702120002,2427021200,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702120001,2427021200,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
242702129001,2427021290,2 Female,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
242702129002,2427021290,1 Male,,2 Good,1 Better,,1 Main Respondent,26 Main Respondent
242702125001,2427021250,1 Male,,2 Good,3 Same,,,26 Main Respondent
242702118002,2427021180,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
242702118001,2427021180,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
242702131001,2427021310,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702131002,2427021310,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702108001,2427021080,2 Female,,2 Good,,,,26 Main Respondent
242702115002,2427021150,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702115001,2427021150,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
242702114001,2427021140,1 Male,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
242702114002,2427021140,2 Female,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
242702104001,2427021040,2 Female,,3 Fair,1 Better,,2 Spouse,27 Main Respondent's Spouse
242702104002,2427021040,1 Male,,4 Poor,1 Better,,2 Spouse,27 Main Respondent's Spouse
242702124001,2427021240,2 Female,,3 Fair,1 Better,1 Better,,26 Main Respondent
242702101001,2427021010,2 Female,,3 Fair,,,,1 HHMemberName[1]
242702128001,2427021280,1 Male,,,,,1 Main Respondent,26 Main Respondent
242702128002,2427021280,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702102002,2427021020,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702102001,2427021020,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
242702123001,2427021230,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
242702123002,2427021230,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702117001,2427021170,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
242702117002,2427021170,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702105002,2427021050,2 Female,,4 Poor,3 Same,,,1 HHMemberName[1]
242702112001,2427021120,2 Female,,2 Good,,,2 Spouse,1 HHMemberName[1]
242702112002,2427021120,1 Male,,,,,2 Spouse,1 HHMemberName[1]
242702113002,2427021130,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
242702113001,2427021130,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
242702110001,2427021100,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
242702110002,2427021100,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702107001,2427021070,2 Female,1 Male,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702107002,2427021070,2 Female,,2 Good,1 Better,,2 Spouse,27 Main Respondent's Spouse
242702133002,2427021330,1 Male,,,,,1 Main Respondent,26 Main Respondent
242702133001,2427021330,2 Female,,,,,1 Main Respondent,26 Main Respondent
242702132002,2427021320,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702132001,2427021320,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
242702127001,2427021270,2 Female,,4 Poor,2 Worse,,,26 Main Respondent
242702130001,2427021300,1 Male,,3 Fair,3 Same,,,26 Main Respondent
242702111002,2427021110,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
242702111001,2427021110,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
242702109001,2427021090,2 Female,,1 Very Good,,,,26 Main Respondent
242702210001,2427022100,2 Female,,2 Good,1 Better,,,26 Main Respondent
242702218001,2427022180,2 Female,,2 Good,,,,1 HHMemberName[1]
242702212002,2427022120,1 Male,,3 Fair,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
242702212001,2427022120,2 Female,,3 Fair,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
242702204001,2427022040,2 Female,,2 Good,,,,1 HHMemberName[1]
242702231001,2427022310,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
242702231002,2427022310,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
242702208001,2427022080,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702208002,2427022080,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702203001,2427022030,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702203002,2427022030,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
242702206001,2427022060,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
242702206002,2427022060,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702205001,2427022050,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702205002,2427022050,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702221001,2427022210,1 Male,,3 Fair,,,1 Main Respondent,1 HHMemberName[1]
242702221002,2427022210,2 Female,,4 Poor,,,1 Main Respondent,1 HHMemberName[1]
242702211002,2427022110,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
242702211001,2427022110,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
242702230002,2427022300,2 Female,,3 Fair,3 Same,,1 Main Respondent,2 HHMemberName[2]
242702230001,2427022300,1 Male,,4 Poor,,,1 Main Respondent,2 HHMemberName[2]
242702216001,2427022160,1 Male,,1 Very Good,,,,26 Main Respondent
242702201001,2427022010,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702201002,2427022010,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
242702214002,2427022140,2 Female,,4 Poor,1 Better,,,1 HHMemberName[1]
242702215001,2427022150,2 Female,,3 Fair,1 Better,,,26 Main Respondent
242702213002,2427022130,2 Female,,,,,,26 Main Respondent
242702209002,2427022090,2 Female,,,1 Better,,,1 HHMemberName[1]
242702209101,2427022091,1 Male,,4 Poor,,,,26 Main Respondent
242702220002,2427022200,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702220001,2427022200,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
242702227002,2427022270,1 Male,,2 Good,,,2 Spouse,26 Main Respondent
242702227001,2427022270,2 Female,,3 Fair,99 Never Had the Disease,,2 Spouse,26 Main Respondent
242702229002,2427022290,2 Female,,2 Good,,,,26 Main Respondent
242702202001,2427022020,1 Male,,1 Very Good,,,1 Main Respondent,2 HHMemberName[2]
242702202002,2427022020,2 Female,,3 Fair,3 Same,3 Same,1 Main Respondent,2 HHMemberName[2]
242702226002,2427022260,1 Male,,2 Good,,,1 Main Respondent,2 HHMemberName[2]
242702226001,2427022260,2 Female,,2 Good,,,1 Main Respondent,2 HHMemberName[2]
242702225001,2427022250,2 Female,,2 Good,,,,26 Main Respondent
242702222002,2427022220,1 Male,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
242702222001,2427022220,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
242702223001,2427022230,2 Female,,2 Good,,,,26 Main Respondent
242702228002,2427022280,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702228001,2427022280,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702323001,2427023230,2 Female,,,3 Same,,,1 HHMemberName[1]
242702307001,2427023070,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702307002,2427023070,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
242702320002,2427023200,2 Female,,4 Poor,,,,1 HHMemberName[1]
242702312003,2427023120,1 Male,,3 Fair,,,,26 Main Respondent
242702312202,2427023122,2 Female,,4 Poor,3 Same,,,26 Main Respondent
242702321002,2427023210,1 Male,,,,,1 Main Respondent,26 Main Respondent
242702321001,2427023210,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702313001,2427023130,1 Male,,5 Very Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
242702329002,2427023290,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
242702329001,2427023290,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
242702330002,2427023300,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
242702330001,2427023300,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702314001,2427023140,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702314002,2427023140,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
242702315001,2427023150,1 Male,,4 Poor,1 Better,,1 Main Respondent,26 Main Respondent
242702315002,2427023150,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
242702318102,2427023181,2 Female,,3 Fair,,,,26 Main Respondent
242702322002,2427023220,1 Male,,,,,1 Main Respondent,26 Main Respondent
242702322001,2427023220,2 Female,,,,,1 Main Respondent,26 Main Respondent
242702326001,2427023260,2 Female,,3 Fair,,,,26 Main Respondent
242702305001,2427023050,2 Female,,3 Fair,,,,1 HHMemberName[1]
242702311001,2427023110,2 Female,,,2 Worse,,,1 HHMemberName[1]
242702316001,2427023160,1 Male,,,,,,1 HHMemberName[1]
242702310002,2427023100,1 Male,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
242702310001,2427023100,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
242702317001,2427023170,2 Female,,2 Good,,,,1 HHMemberName[1]
242702328001,2427023280,2 Female,,2 Good,,,,26 Main Respondent
242702302002,2427023020,1 Male,,,3 Same,,2 Spouse,27 Main Respondent's Spouse
242702302001,2427023020,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
242702327002,2427023270,1 Male,,3 Fair,,2 Worse,1 Main Respondent,26 Main Respondent
242702327001,2427023270,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099306001,1240993060,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
124099306002,1240993060,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099317001,1240993170,2 Female,,3 Fair,1 Better,,,26 Main Respondent
124099329002,1240993290,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
124099329001,1240993290,1 Male,,3 Fair,,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
124099308001,1240993080,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099308002,1240993080,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
124099309002,1240993090,2 Female,,1 Very Good,,,,3 HHMemberName[3]
124099319001,1240993190,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
124099319002,1240993190,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099323002,1240993230,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099323001,1240993230,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099315001,1240993150,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099315002,1240993150,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099328001,1240993280,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099326001,1240993260,1 Male,,3 Fair,,,,26 Main Respondent
124099311001,1240993110,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099311002,1240993110,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099301001,1240993010,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
124099301002,1240993010,2 Female,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
124099305001,1240993050,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099305002,1240993050,1 Male,,4 Poor,3 Same,1 Better,2 Spouse,27 Main Respondent's Spouse
124099316002,1240993160,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
124099316001,1240993160,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
